288,100,335,117
128,228,239,245
192,450,239,468
464,228,543,245
160,115,223,131
176,386,223,403
128,386,223,403
176,467,223,483
128,417,207,435
480,244,527,262
128,345,207,368
208,241,255,260
112,242,255,260
128,434,239,451
176,359,223,383
272,116,319,131
192,434,239,452
176,129,223,147
112,129,223,145
416,171,495,192
48,143,111,159
128,637,175,656
